objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4548,E05007484,Kingswood, ,432462,291397,-1.52301002,52.51950836,2032705.34932188,8517.24376727161
4549,E05007485,Poplar, ,436167,285895,-1.46901,52.46981049,3214655.43874878,8682.02209989693
4550,E05007486,St Nicolas, ,438153,292400,-1.43903005,52.52814865,4533867.88810491,12376.1694779541
4551,E05007487,Slough, ,434307,287759,-1.49619997,52.48669052,4488438.7675361,12035.1083688922
4552,E05007488,Weddington, ,436852,293679,-1.45807004,52.53974152,6117660.75713435,12665.9956115236
4553,E05007489,Wem Brook, ,436514,289766,-1.46348,52.50458908,3697706.38834949,10310.493857376
4554,E05007490,Whitestone, ,439097,290249,-1.42536998,52.50875092,5513981.45496538,11913.1176727793
4555,E05007562,Buckingham, ,521518,107213,-0.27506,50.85166931,5166333.32442462,12743.7142308274
4556,E05007563,Churchill, ,517734,104116,-0.32978001,50.82461166,1094749.51101989,5278.22613856941
4557,E05007564,Cokeham, ,517221,106037,-0.33645001,50.84197998,2651174.61127917,8798.94578849736
4558,E05007565,Eastbrook, ,524944,105321,-0.22706001,50.83393097,1489116.5818496,5599.49536152143
4559,E05007566,Hillside, ,523316,107530,-0.24942,50.85414124,5640148.75438487,13041.0561311816
4560,E05007567,Manor, ,518640,107056,-0.31597,50.85084915,8341657.49592204,15196.3311440992
4561,E05007568,Marine, ,522347,104703,-0.26412001,50.8289299,1266880.66264761,10757.1596352604
4562,E05007569,Mash Barn, ,519554,105372,-0.30355,50.83552933,2640380.76751298,7905.58435485522
4563,E05007570,Peverel, ,516079,106487,-0.35251999,50.84626007,7698583.84021175,17012.7070011863
4564,E05007571,St Mary's, ,522198,105448,-0.26598999,50.83565903,1149739.7248125,6768.74388904693
4565,E05007572,St Nicolas, ,521351,105762,-0.27790999,50.83866119,867891.700680495,4720.10999596602
4566,E05007573,Southlands, ,523035,105691,-0.25402999,50.83766937,640284.516992325,3937.89670219401
4567,E05007574,Southwick Green, ,523762,105219,-0.24387001,50.83327103,1194486.64630817,8641.84277930341
4568,E05007575,Widewater, ,519348,104357,-0.30680001,50.82645035,2088367.89538804,7544.7900035175
4569,E05007602,Bosham, ,481362,104163,-0.84604001,50.83127975,17384296.2256662,40315.0505554211
4570,E05007603,Boxgrove, ,488624,112140,-0.74102002,50.90193176,82498265.6077489,51810.9985889724
4571,E05007604,Bury, ,495849,116694,-0.63710999,50.94171906,58745526.1845333,49706.925334367
4572,E05007605,Chichester East, ,487096,105369,-0.76436001,50.84128952,1712280.06080831,6671.02858617804
4573,E05007606,Chichester North, ,486239,106052,-0.77635998,50.84756088,3186253.99270245,10157.3140413325
4574,E05007607,Chichester South, ,486039,104449,-0.77958,50.83317947,2745005.8344838,7817.60197488198
4575,E05007608,Chichester West, ,484910,105609,-0.79534,50.84376907,3024096.64154528,7051.00155145869
4576,E05007609,Donnington, ,484653,101904,-0.79983997,50.8105011,8247026.50828435,16010.0549192451
4577,E05007610,Easebourne, ,490624,123249,-0.70981997,51.00149155,30412806.774447,40189.0451406039
4578,E05007611,East Wittering, ,481448,96632,-0.84649003,50.76356125,9959607.40255917,19073.5315127975
4579,E05007612,Fernhurst, ,488112,129107,-0.74418998,51.05455017,32399388.1403516,27946.0522785764
4580,E05007613,Fishbourne, ,483249,104822,-0.81910002,50.83694077,3609174.97344479,11502.7290994421
4581,E05007614,Funtington, ,478766,112112,-0.88119,50.9031105,73125856.7009086,46028.2328632625
4582,E05007615,Harting, ,480194,119898,-0.85917002,50.97291183,55727934.9682546,50465.9719224973
4583,E05007616,Lavant, ,486540,108287,-0.77156001,50.86761093,25415471.6806045,29619.5602633362
4584,E05007617,Midhurst, ,487997,121585,-0.74765998,50.98693848,3332505.79990378,9768.19796006127
4585,E05007618,North Mundham, ,489615,103922,-0.72894001,50.82789993,24160779.4286222,34360.7724427409
4586,E05007619,Petworth, ,498291,124132,-0.60035002,51.00817108,68588726.42911,53909.0087885051
4587,E05007620,Plaistow, ,495944,129443,-0.63239002,51.05632019,73852013.7107159,60579.7613863431
4588,E05007621,Rogate, ,482129,126268,-0.83017999,51.02991104,46938824.7074042,38238.0771643707
4589,E05007622,Selsey North, ,485840,94877,-0.78464001,50.74715042,8463902.3214807,19480.12450376
4590,E05007623,Selsey South, ,485357,92777,-0.79197001,50.72834015,1281721.43358674,6063.53171760927
4591,E05007624,Sidlesham, ,484985,97619,-0.79611999,50.77191925,21321771.6751253,34548.0008972182
4592,E05007625,Southbourne, ,477057,105412,-0.90689999,50.8431015,13602317.4415015,33808.2981879431
4593,E05007626,Stedham, ,487637,118047,-0.75362998,50.95518875,48019383.5639771,51029.9780550813
4594,E05007627,Tangmere, ,490860,105892,-0.71078002,50.84540939,4672770.6457963,11594.4411604619
4595,E05007628,West Wittering, ,480382,99217,-0.86104,50.78694916,18666675.7357664,30859.2016644082
4596,E05007629,Westbourne, ,477049,108014,-0.90647,50.86648941,7469990.48985238,14091.8907544537
4597,E05007630,Wisborough Green, ,503111,124666,-0.53152001,51.01213074,37651768.5262138,42158.4472021104
4598,E05007631,Bewbush, ,524544,135452,-0.22243001,51.10483932,1459414.68921534,5923.08089069589
4599,E05007632,Broadfield North, ,525442,134823,-0.20982,51.09899139,1270637.413803,5798.90521998083
4600,E05007633,Broadfield South, ,525960,134017,-0.20271,51.09162903,1481744.92755085,5636.96121130549
4601,E05007634,Furnace Green, ,528093,135304,-0.17181,51.1027298,2471844.55603312,8370.14980170623
4602,E05007635,Gossops Green, ,525148,136053,-0.21359,51.11011124,1137919.09639036,4429.06527771701
4603,E05007636,Ifield, ,524829,137344,-0.2177,51.1217804,2214445.73334528,9428.43246921055
4604,E05007637,Langley Green, ,525161,139935,-0.21206,51.14500046,11675268.4117088,23429.6430647077
4605,E05007638,Maidenbower, ,529413,135535,-0.15289,51.10451126,1818968.85526798,6500.38347841594
4606,E05007639,Northgate, ,527745,138625,-0.17561001,51.13264847,4306320.56605942,10746.733108952
4607,E05007640,Pound Hill North, ,529677,139670,-0.14763001,51.14160919,6729404.50293775,12106.2817100888
4608,E05007641,Pound Hill South and Worth, ,529699,136640,-0.14841001,51.11436844,2100216.10591978,7211.62181809675
4609,E05007642,Southgate, ,526546,135845,-0.19371,51.10792923,1810945.8791251,5447.69518952903
4610,E05007643,Three Bridges, ,528052,137014,-0.17179,51.11811066,2435354.08132203,8255.55533433052
4611,E05007644,Tilgate, ,527200,134572,-0.18482,51.09635162,2828545.08233658,7286.72728434703
4612,E05007645,West Green, ,526205,137055,-0.19814999,51.11888123,1230174.99137092,4661.67409198248
4613,E05007647,"Bramber, Upper Beeding and Woodmancote", ,521984,111213,-0.26710999,50.88751984,36932450.9661709,49896.4682821938
4614,E05007648,Broadbridge Heath, ,514740,130541,-0.36396,51.06274033,2163630.47355084,7450.31025121719
4615,E05007649,Chanctonbury, ,510055,117516,-0.43472999,50.94657898,50970509.7546465,58427.6847613014
4616,E05007650,Chantry, ,508383,113985,-0.45956999,50.91514969,61002261.9674896,66565.2706995515
4617,E05007651,"Cowfold, Shermanbury and West Grinstead", ,520073,121012,-0.29104,50.97600174,52803307.6082045,45418.6020831402
4618,E05007652,Denne, ,516311,130452,-0.34158,51.06163025,2291634.7023351,6963.20630540413
4619,E05007653,Forest, ,519461,130424,-0.29666001,51.06072998,4109566.21631256,12315.7287905728
4620,E05007654,Henfield, ,521128,116120,-0.27765,50.93180847,14718052.2924896,19782.3866281448
4621,E05007655,Holbrook East, ,518701,133000,-0.30665001,51.0840416,1428650.32950891,6741.96592984145
4622,E05007656,Holbrook West, ,518392,134698,-0.3105,51.09936142,7425478.51269866,16028.0169412974
4623,E05007657,Horsham Park, ,518062,130946,-0.31643999,51.06570816,1968235.00210801,6991.12575675288
4624,E05007658,"Itchingfield, Slinfold and Warnham", ,513485,131333,-0.38161001,51.07011032,47653420.5695662,44437.374379783
4625,E05007659,Nuthurst, ,520730,127842,-0.27941999,51.03725815,35418054.1999014,39979.3826922262
4626,E05007660,Pulborough and Coldwatham, ,505692,120715,-0.49588999,50.97615051,29740928.7458719,43494.3880393697
4627,E05007661,Roffey North, ,519203,132481,-0.29966,51.07926941,1503271.52533654,5869.75393389968
4628,E05007662,Roffey South, ,520116,132068,-0.28676999,51.07537079,2058407.01057099,8619.57639145162
4629,E05007663,Rudgwick, ,507717,132657,-0.46351001,51.08311844,24690165.9728371,35125.6974843027
4630,E05007664,Rusper and Colgate, ,521522,134022,-0.26605001,51.09262848,48322343.5720932,44832.6535326389
4631,E05007666,Steyning, ,517593,114016,-0.32859999,50.91363144,25750674.4207506,28941.5131930512
4632,E05007667,Trafalgar, ,516501,131548,-0.33851001,51.07144165,1868771.7953588,5211.94266131559
4633,E05007668,Ardingly and Balcombe, ,531602,130462,-0.12349,51.05841827,52120393.7171848,50709.1916133713
4634,E05007669,Ashurst Wood, ,541470,137124,0.019835,51.11594009,4603658.94501918,13761.897457804
4635,E05007670,Bolney, ,525384,123527,-0.21456,50.99747849,39698377.346774,49779.9601904594
4636,E05007671,Burgess Hill Dunstall, ,530095,119929,-0.14875001,50.96408844,938890.142714795,5318.40118712843
4637,E05007672,Burgess Hill Franklands, ,532203,118335,-0.11933,50.94929123,2099058.14865943,7623.07019281038
4638,E05007673,Burgess Hill Leylands, ,531402,120036,-0.13011,50.96475983,1397478.07058464,5602.44436864846
4639,E05007674,Burgess Hill Meeds, ,531235,118594,-0.13301,50.95183945,1550876.89440967,6619.59522823828
4640,E05007675,Burgess Hill St Andrews, ,532593,119509,-0.11335,50.95975113,1799410.03543819,7270.75791237705
4641,E05007676,Burgess Hill Victoria, ,530168,118893,-0.14808001,50.95476913,1682159.5435996,5322.51480861374
4642,E05007677,Copthorne and Worth, ,531590,137599,-0.12106,51.12255859,11107897.52856,18161.2853207228
4643,E05007678,Crawley Down and Turners Hill, ,534376,136341,-0.08174,51.11061096,22743444.1359326,30745.3890739185
4644,E05007679,Cuckfield, ,529884,124125,-0.15025,51.00185013,43009197.5413104,45351.7006449548
4645,E05007680,East Grinstead Ashplats, ,540763,138817,0.010401,51.13132858,3335002.87710706,9962.86469369308
4646,E05007681,East Grinstead Baldwins, ,538528,139155,-0.02139,51.13491058,1169187.25380441,6513.13039491546
4647,E05007682,East Grinstead Herontye, ,538393,135976,-0.02453,51.10638046,12970994.1461138,22125.0915380241
4648,E05007683,East Grinstead Imberhorne, ,537192,138734,-0.04063,51.13145065,3465474.65697774,10468.8859849793
4649,E05007684,East Grinstead Town, ,539303,138393,-0.01061,51.1278801,1403436.199691,7504.33364492246
4650,E05007685,Hassocks, ,530849,115231,-0.1397,50.92169952,10878175.2617639,17983.4970674034
4651,E05007686,Haywards Heath Ashenground, ,533347,123130,-0.1013,50.99211884,1040846.09505161,4753.09598735477
4652,E05007687,Haywards Heath Bentswood, ,533850,124029,-0.0938,51.00008011,1292089.72706271,5886.03912495774
4653,E05007688,Haywards Heath Franklands, ,534328,123307,-0.08726,50.99348068,2357235.85547744,9665.45881737008
4654,E05007689,Haywards Heath Heath, ,533142,124768,-0.10361,51.00688934,1737360.88096139,7455.9705713646
4655,E05007690,Haywards Heath Lucastes, ,532139,124155,-0.11812,51.0016098,3322399.9338893,10532.6625483856
4656,E05007691,High Weald, ,537015,127994,-0.04723,51.03496933,55157706.9593656,56671.7840286964
4657,E05007692,Hurstpierpoint and Downs, ,527342,114826,-0.18971001,50.9188385,49054886.7492843,52286.1802371362
4658,E05007693,Lindfield, ,535002,125045,-0.07702,51.00894928,4093582.35653848,12994.1324198507
4659,E05007694,Broadwater, ,515234,104336,-0.36519,50.82709122,1991408.4323173,7325.06228435639
4660,E05007695,Castle, ,511690,103816,-0.41565001,50.82310867,2155725.74014097,7427.2959300359
4661,E05007696,Central, ,514755,102875,-0.37244999,50.81404877,1505243.01639714,6239.38059409117
4662,E05007697,Durrington, ,511831,105024,-0.41328001,50.8339386,1093216.89421138,6392.92960299476
4663,E05007698,Gaisford, ,514179,103974,-0.38027999,50.8240509,1613196.62412795,5892.77221000814
4664,E05007699,Goring, ,511214,102378,-0.42284,50.81027985,3167200.30760887,7740.12884136011
4665,E05007700,Heene, ,513776,102686,-0.38640001,50.81254959,955628.37047224,4673.99403720398
4666,E05007701,Marine, ,512874,102595,-0.39921999,50.81190872,1554273.17772011,5474.53144031751
4667,E05007702,Northbrook, ,510715,104690,-0.42921999,50.83115005,3449019.46601973,9613.65997243573
4668,E05007703,Offington, ,513999,106403,-0.38207999,50.84592056,7989730.08503602,13645.7282255033
4669,E05007704,Salvington, ,512179,106167,-0.40799001,50.84415054,3897674.8818383,11202.1624779531
4670,E05007705,Selden, ,516470,103270,-0.34799001,50.81726074,1784605.80760534,6470.17490404072
4671,E05007706,Tarring, ,513054,103953,-0.39625001,50.82408142,1364901.67588703,5102.88853962326
4672,E05007846,Alfrick and Leigh, ,374813,253505,-2.36976004,52.17922974,47010080.6477406,48268.8135265525
4673,E05007847,Baldwin, ,380271,265665,-2.29064989,52.28876877,31452145.293892,43936.4213678261
4674,E05007848,Broadheath, ,378820,255374,-2.31128001,52.19620132,27090431.2830153,36688.1998568247
4675,E05007849,Chase, ,379551,245066,-2.2999599,52.10354996,4405281.53825815,9313.19954543142
4676,E05007850,Dyson Perrins, ,377459,248950,-2.33076,52.13838959,4169458.30232584,10226.4174382273
4677,E05007851,Hallow, ,381715,259648,-2.26915002,52.23472977,16419699.411507,26800.2648776903
4678,E05007852,Kempsey, ,386664,245183,-2.19611001,52.10482025,31277945.7730518,32310.0482287903
4679,E05007853,Lindridge, ,368169,270176,-2.4684999,52.32875061,42186886.2410039,51266.6365615
4680,E05007854,Link, ,378797,248916,-2.31120992,52.13814163,4410937.8333431,14460.0987046536
4681,E05007855,Longdon, ,382412,234533,-2.25763988,52.00894928,61442616.9775637,48967.5587933088
4682,E05007856,Martley, ,376434,260160,-2.34651995,52.23912811,33555808.4785138,33400.3055225835
4683,E05007857,Morton, ,379117,238275,-2.30587006,52.04248047,27836547.2107988,28186.4936919656
4684,E05007858,Pickersleigh, ,379337,246638,-2.30317998,52.1176796,2607971.80422654,8102.62011635114
4685,E05007859,Powick, ,382222,248620,-2.26114988,52.13560104,34070977.4923595,33288.0499559017
4686,E05007860,Priory, ,377604,245739,-2.32842994,52.1095314,2542404.38561592,9216.10312149157
4687,E05007861,Ripple, ,387358,239348,-2.18576002,52.05237961,18643971.0491493,23920.6358304778
4688,E05007862,Teme Valley, ,372551,263925,-2.4036901,52.272789,54749612.4108877,52769.2894604861
4689,E05007863,Tenbury, ,360652,265067,-2.5782001,52.282341,54753277.5451466,48884.5231089607
4690,E05007864,Upton and Hanley, ,382567,241895,-2.25575995,52.07514954,30912258.6260694,29116.3875151378
4691,E05007865,Wells, ,377758,242440,-2.32595992,52.07986832,10318356.3947519,20133.8738849725
4692,E05007866,West, ,376650,246155,-2.34239006,52.11323166,4574273.01758322,13309.7633364386
4693,E05007867,Woodbury, ,375282,266150,-2.36383009,52.2929306,32640041.9745429,40985.9743784553
4694,E05007868,Abbey, ,404675,268446,-1.93282998,52.3141098,3934331.03458187,9953.70343639197
4695,E05007869,Astwood Bank and Feckenham, ,401699,262553,-1.97651994,52.26115036,24097070.8161648,27118.569374796
4696,E05007870,Batchley & Brockhill, ,402606,267868,-1.96318996,52.30892944,2513717.23723844,9406.66287048621
4697,E05007871,Central, ,403669,266842,-1.94761002,52.29970169,2495036.57188682,7981.77933595068
4698,E05007872,Church Hill, ,406809,268624,-1.90152001,52.31568909,2280590.51575986,6559.8163652422
4699,E05007873,Crabbs Cross, ,402984,264794,-1.95766997,52.28128815,1500437.55118702,7869.49528318521
4700,E05007874,Greenlands, ,405662,265308,-1.91840994,52.28588867,3104253.27322988,8996.59786906351
4701,E05007875,Headless Cross and Oakenshaw, ,403812,265405,-1.94553006,52.28678131,2830653.73245587,10979.2551381418
4702,E05007876,Lodge Park, ,405272,267212,-1.92409003,52.30300903,2142719.0960835,7730.65477075942
4703,E05007877,Matchborough, ,407132,265955,-1.89683998,52.29169083,2848522.88122104,7602.26159213803
4704,E05007878,West, ,402175,266299,-1.96951997,52.29483032,3440287.39552064,10690.2637435952
4705,E05007879,Winyates, ,407218,267429,-1.89555001,52.30493927,3063292.37610389,8538.31354151395
4706,E05007880,Arboretum, ,385142,255946,-2.21881008,52.20154953,1021240.37569914,5716.16553654421
4707,E05007881,Battenhall, ,386197,253294,-2.20325994,52.17773056,1901056.8211149,7604.72378981888
4708,E05007882,Bedwardine, ,383620,253324,-2.24095011,52.17792892,4307464.62527621,13763.3873118948
4709,E05007883,Cathedral, ,385116,254046,-2.21911001,52.18447113,3205559.39469302,12653.0881871568
4710,E05007884,Claines, ,384974,257845,-2.22134995,52.2186203,4541843.23851881,11414.005122907
4711,E05007885,Gorse Hill, ,387046,256098,-2.19095993,52.20296097,947428.03170698,5674.62955000931
4712,E05007886,Nunnery, ,387029,254448,-2.19113994,52.18812943,2732853.4398086,7885.73085441352
4713,E05007887,Rainbow Hill, ,386262,256118,-2.20243001,52.20312119,1170464.02352981,5829.22176574863
4714,E05007888,St Clement, ,383672,256049,-2.24031997,52.20243073,1636590.47238414,8166.22187376716
4715,E05007889,St John, ,383194,254851,-2.24726009,52.19165039,1758696.19867771,8363.68360385492
4716,E05007890,St Peter's Parish, ,386264,252482,-2.20225,52.17042923,1919266.13181515,7798.37140721129
4717,E05007891,St Stephen, ,385512,256915,-2.21343994,52.21026993,1484832.60198746,6435.56704655729
4718,E05007892,Warndon, ,386974,257383,-2.19205999,52.21451187,1859359.41826357,9932.61439278305
4719,E05007893,Warndon Parish North, ,388036,256903,-2.17650008,52.21022034,2496941.84681047,9088.15405152589
4720,E05007894,Warndon Parish South, ,387822,255130,-2.17956996,52.19427872,2294527.95865117,8314.50990152079
4721,E05007895,Badsey, ,407577,243218,-1.89082003,52.08726883,7603886.22194849,17391.9217987885
4722,E05007896,Bengeworth, ,405602,243304,-1.91963995,52.08806992,3121806.17624023,11308.9435034784
4723,E05007897,Bowbrook, ,392846,258026,-2.10612988,52.22040176,34850913.0316234,32051.3085740551
